GHG emissions from food systems (each GHG is expressed in kt CO2eq, GWP-100 AR5) by sector and country, including LULUC which is reported separately.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Reference dataset: EDGAR-FOODv6.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Country_code_A3;Name;C_group_IM24_sh;dev_country;Substance;FOOD_system_stage;Y_1990;Y_1991;Y_1992;Y_1993;Y_1994;Y_1995;Y_1996;Y_1997;Y_1998;Y_1999;Y_2000;Y_2001;Y_2002;Y_2003;Y_2004;Y_2005;Y_2006;Y_2007;Y_2008;Y_2009;Y_2010;Y_2011;Y_2012;Y_2013;Y_2014;Y_2015;Y_2016;Y_2017;Y_2018
TLS;Timor-Leste;21:_Southeastern Asia;D;GWP_100_CH4;Transport;0,0197930850728128;0,0200391429471128;0,0210833516387312;0,0207163406326268;0,022917874723828;0,023699601893016;0,022062244061928;0,0209186858668844;0,0195963713668184;0,018204098032484;0,01679807898594;0,016977801937152;0,016211297338404;0,017079065859632;11,4046892006304;24,6723799198041;28,7628842192711;24,3448227981018;36,7230043736045;43,0890168074616;45,6466480150745;50,0947939239584;53,5073156658789;58,849689126236;42,1382668404355;38,6917024135209;31,0431162032916;26,3421631812736;24,2626238873029
TLS;Timor-Leste;21:_Southeastern Asia;D;GWP_100_CO2;Consumption;1,87657695765597;1,52130242256486;1,6075391776658;1,64268368196449;1,59382400653861;1,15402425734017;1,21519846985522;1,60068907813626;1,72436576943273;2,6554363970474;2,92787153939646;2,42309293332504;2,20204874979746;2,16049517336072;3,95866715209867;2,76899342563584;7,40388331754358;9,37325969733249;10,3550151888434;11,1213438802085;9,20364718585344;8,56844995358074;9,35499437965847;11,9804812780867;8,89849288680073;8,31792160018924;6,72025026809953;7,34093289700271;6,5515654897617
TLS;Timor-Leste;21:_Southeastern Asia;D;GWP_100_CO2;End_of_Life;0,0458665590221936;0,0458665590221936;0,0475343969121904;0,0483683158571888;0,0492022946284979;0,0492022946284979;0,0492022946284979;0,0483683158571888;0,0475343969121904;0,046700477967192;0,0475343969121904;0,0483683158571888;0,0500362135734963;0,0533719491798006;0,0567076847861049;0,0600434802187198;0,0617114377613381;0,0650473528465745;0,0675486908973947;0,070050627211322;0,0725525635252493;0,0758884786104857;0,0783898166613059;0,0783898166613059;0,0783898166613059;0,0783898166613059;0,0783898166613059;0,0808917529752332;0,0833936892891605
TLS;Timor-Leste;21:_Southeastern Asia;D;GWP_100_CO2;Packaging;0,2295192795687;0,221018113039858;0,223750242463592;0,245363967494184;0,1709316005673;0,194104288129066;0,200263063280202;0,201468703464107;0,951902790572139;2,26300335728701;3,28185898819744;1,88667471311388;1,60626199764585;1,45879390753364;4,91591963250369;2,58399676482354;21,2855818282572;27,1888858125851;33,0038343966766;31,3754845213889;29,247744182903;27,7576081175285;29,8529363970113;34,2188382525981;19,7852675345663;18,3822881752337;13,0141988913249;13,0247046439374;10,0625517499962
TLS;Timor-Leste;21:_Southeastern Asia;D;GWP_100_CO2;Processing;0,31523124446;0,3086829504;0,309503327;0,30407857491;0,20299968294;0,23831878452;0,2336038439;0,23930739994;1,07100162550376;2,37338536482639;3,26183251172307;1,84296080369391;1,59379794331658;1,49473230098604;4,0875353931869;2,22411795660494;20,238936036853;25,3100591707868;30,8553654928859;36,1112722353441;32,2927442020879;32,4380580825209;46,9509909411117;59,5683261162354;38,8342193623967;34,6097507768636;23,9508765065764;23,7802240756738;17,9379166730714
TLS;Timor-Leste;21:_Southeastern Asia;D;GWP_100_CO2;Production;6,3953672824;6,5372500528;7,04520590892;7,08596060026;6,14368453526;6,61574493752;6,46651476138;7,95454263018;10,2219392784132;12,6205902380578;3,65505182074067;3,2952768131783;3,25781920970584;3,1859433363477;3,98107746045248;2,95623754482994;8,55941584554431;12,0096651430122;11,99970377355;11,5753321818616;10,0820495749153;19,0684551696722;21,2932863607314;25,679716274516;23,3744638369595;21,9920493459664;20,4896471287807;23,9705052793481;23,2929948991634
TLS;Timor-Leste;21:_Southeastern Asia;D;GWP_100_CO2;Retail;0,26814770582;0,2678884956;0,29722679336;0,32628131199;0,20657522562;0,247942308;0,27467507634;0,30573641182;0,379438701910206;0,342808115364024;0,345254156953232;0,393253856916516;0,430909442548092;0,446601485506192;0,531821254224689;0,54049385389793;8,13295194289033;13,4724364081381;13,976758976975;13,9680673020578;12,2162348225027;13,5706532075548;11,5963146425489;14,5077016480529;9,13456467548546;8,90451339448122;6,32348261738559;6,43618037615493;5,05587031406908
TLS;Timor-Leste;21:_Southeastern Asia;D;GWP_100_CO2;Transport;3,49813889316;3,6557172828;3,95904353924;3,89677845289;4,16306083088;4,21153435044;4,19101302058;3,88661067122;5,13680839529227;7,17411417196001;11,0289909226454;7,20252649774712;6,36712065154222;6,46977726247263;13,2394037275801;9,08864568299358;10,8744667570907;9,06050667047302;12,4744953533497;16,06262718666;17,7716587866852;26,0092064478273;43,113217712581;48,7741291120247;41,0739169573951;41,6824190347342;36,1809546592887;42,705928183518;42,1713971547755
TLS;Timor-Leste;21:_Southeastern Asia;D;GWP_100_N2O;Consumption;0,53903866404172;0,544827941824988;0,567698998029996;0,58191465549166;0,55689221087779;0,694260756923982;0,724081952820475;0,727054153126459;0,75032083181448;0,732924514935648;0,720366917071484;0,710776109936322;0,710475673755214;0,712458355059327;0,753895396948025;0,731529242429426;0,75992219259709;0,740772961247389;0,829885012793981;0,91046064620266;0,961584887382936;1,16138188154332;1,28729657758791;1,68425766484533;1,79106381029519;1,83181185473017;1,67465021768197;2,01107685578794;2,04625612233675
TLS;Timor-Leste;21:_Southeastern Asia;D;GWP_100_N2O;End_of_Life;5,45596444281441;5,63740994281441;5,85946687811837;6,04694784577034;5,98551432927629;6,08258382927629;6,00565432927629;5,83568984577034;5,66267787811837;5,63546891046639;6,07324237811837;6,21895934577034;6,43701479692827;6,95238718339016;7,25199656985204;7,37291645631393;7,44776589161788;7,60711077807977;7,80223719688968;7,90320911569958;8,13453453450949;8,38649692097137;8,72848632392731;8,99984632392731;9,26436932392731;9,52897182392731;9,74131632392731;9,95366774273722;10,0635436615471
TLS;Timor-Leste;21:_Southeastern Asia;D;GWP_100_N2O;Packaging;0,000364768090988654;0,000348443303710651;0,000353893491363878;0,000392311191455171;0,000290312628611364;0,000323959630719394;0,000326765398723809;0,000327707985365179;0,00306195437097028;0,0078677971821278;0,0115767883605486;0,00646674564805336;0,00541457411041182;0,00488266538317117;0,0179342514246869;0,0101516034453994;0,0188392263982095;0,0196341122433618;0,0216988474495359;0,0204939485788657;0,0189356051423524;0,0189797475424113;0,0281435302111656;0,0301867498302845;0,0200372080163498;0,0176868899300822;0,0137312097673261;0,0140517833798945;0,011751899907194
TLS;Timor-Leste;21:_Southeastern Asia;D;GWP_100_N2O;Processing;1,36243613642314;1,40778109370647;1,4632285841979;1,51004789545805;1,49452404690358;1,51884124302058;1,49958785910574;1,45714323847409;1,41688426991722;1,41490288954348;1,52754322054807;1,5586372571852;1,61213781607613;1,74043696983439;1,82500165226696;1,84883620921602;1,87509222549985;1,91566695770885;1,96681069674838;1,99432458761241;2,0498367033564;2,11266905292705;2,21209423482345;2,28504256621852;2,33891795191464;2,40173838289255;2,448853177776;2,50213974498547;2,52618684029223
TLS;Timor-Leste;21:_Southeastern Asia;D;GWP_100_N2O;Production;87,8314710879791;97,6615980161311;104,977871525135;112,89087926459;135,179836563275;137,402986286986;141,434431629381;144,431548261904;151,423606411664;127,497646018566;135,142098756257;158,687297760398;159,58329097396;154,277164396335;148,024223657721;155,843339638177;159,118571860873;160,561575666581;165,053183203775;169,669028887416;166,204739929524;168,057989212974;174,722678213196;180,350628379795;181,535725462498;204,820288066993;208,884535069168;192,920017165424;195,111601435301
TLS;Timor-Leste;21:_Southeastern Asia;D;GWP_100_N2O;Retail;0,000459503150863;0,0004579989513705;0,000510834883272;0,0005641335232995;0,000394627379171;0,00045942493765;0,000496087366947;0,0005497316595655;0,000685323389447436;0,000636287454452619;0,000660378790952387;0,000725180847997828;0,000799497532650382;0,000832709329099199;0,00104955136773671;0,0010387954460786;0,00455763334994824;0,00708792697402516;0,00731314279056628;0,00731268889280752;0,00647990722585826;0,00710989393525771;0,006306589911907;0,00805123823746266;0,00583261559481566;0,00563411313534654;0,00436656892940235;0,00471512940828592;0,00408738927730553
TLS;Timor-Leste;21:_Southeastern Asia;D;GWP_100_N2O;Transport;0,020753327681094;0,021328055459379;0,022691352441748;0,0222314427788445;0,024227450175154;0,024839109789527;0,024036471241589;0,0225099600645755;0,0265080429214506;0,0331016138680614;0,0460176784982733;0,032590078956031;0,0292576980063604;0,0300844383017241;0,0555129498162206;0,0428660996593038;0,0454938907643668;0,0361970341448223;0,051911882685953;0,0681017352347132;0,0773348155536015;0,117519076816222;0,179467373688777;0,207471505665105;0,183160277864031;0,187068485569781;0,161936156887904;0,193111728631295;0,193057144507977
TON;Tonga;24:_Oceania;D;GWP_100_CH4;Consumption;0,0145197772163447;0,0137902571102574;0,0138215280489027;0,0138795879417501;0,0151203001829239;0,0209070538804042;0,0247071408027459;0,0264971987634803;0,0252503643177501;0,0260589780113618;0,0421091089657817;0,0418672063344904;0,0419915898532325;0,0423593142143857;0,0422257820187333;0,0421445160899631;0,0423078014533557;0,0417294353331142;0,0414026598706413;0,0418607603573129;0,0237655412672687;0,0210450006316447;0,020665091603863;0,0205965326634695;0,0206416979035043;0,0205054554178966;0,0205104380466851;0,020613917408961;0,0206615427702575
TON;Tonga;24:_Oceania;D;GWP_100_CH4;End_of_Life;19,9237458;20,16101528;20,2514032;20,40828748;20,62081448;20,81599604;20,915809376;21,009191588;21,191185316;21,428142372;21,65487772;21,88991644;22,12713916;22,33376208;22,46997312;22,6597742;22,79949168;22,83537312;23,07674068;23,30831972;23,56544036;23,75452296;23,86048112;23,825613;23,9524124;24,17096976;24,4069616;24,64429044;24,8301018
TON;Tonga;24:_Oceania;D;GWP_100_CH4;Packaging;0,000220764580673759;0,000221659326499653;0,000229004148949339;0,000248047677401734;0,000262501877985529;0,000262804762442164;0,000302006367376936;0,000346942921350731;0,000400168519371888;0,000389982516629631;0,000299737014700602;0,000315211213699967;0,000357142166456097;0,000456295228972865;0,000424770593215251;0,000469784276107264;0,000474885578609515;0,000402301799343327;0,000378216795275528;0,000344819813862049;0,000301226854451237;0,000220395479008549;0,000195799234067481;0,000212838057103971;0,000265289565384193;0,000275583534252376;0,000293939091090067;0,000268540651321083;0,000276289526781958
TON;Tonga;24:_Oceania;D;GWP_100_CH4;Processing;0,170790564192814;0,169310737487236;0,171449558400188;0,166709787416719;0,166313881726571;0,170739991280561;0,204280433766928;0,173055262724067;0,17314342226857;0,176301996267208;0,179957475809989;0,179330410629888;0,179421027920089;0,17955634064198;0,179516431384394;0,177934576226246;0,181382406596698;0,186969705169551;0,18593834976666;0,187332793683428;0,185928667127529;0,186648684139963;0,192280859953636;0,192134528031565;0,192444548366071;0,194831491937907;0,194030574217993;0,194987866562938;0,195981485112848
TON;Tonga;24:_Oceania;D;GWP_100_CH4;Production;56,2730778037474;56,2830796731743;58,7409049303038;58,3010544878903;56,7783003374534;53,0388538360928;53,3713133904115;53,2260776744277;53,2251262889323;54,585451731269;56,2835168647986;56,1735522494496;56,1232157130306;56,0720986581746;56,0225785469185;55,9731503730942;55,9675254399042;56,1924260946055;56,1864053133911;56,1791708603987;56,2350370353555;56,1823944099366;56,9253069659034;57,2167632300722;57,6073536114814;57,9716416443363;57,7500232406926;57,7678737795264;57,8486320050208
TON;Tonga;24:_Oceania;D;GWP_100_CH4;Retail;0,00020709148401368;0,00021196537579518;0,00021935022654104;0,000241152419888352;0,000253872508557668;0,0002539408922232;0,00030020451180384;0,000353472190372224;0,000429892389682;0,0004067759435992;0,00031651409013;0,000350302245888;0,0004173067316292;0,0005328640615704;0,000495721535176;0,000550286896572;0,000538816106752;0,0004577696579568;0,0004316109192472;0,0004257944822264;0,0003645176212132;0,000414101307600492;0,000377493801060124;0,000351493749444521;0,000402590263965711;0,000412692141385565;0,000439140936677893;0,000401198848285617;0,000412778350436439
TON;Tonga;24:_Oceania;D;GWP_100_CH4;Transport;0,0257147432883122;0,026321541925651;0,0262560159368898;0,0258065172440996;0,0390703954392643;0,034917103255356;0,0326836303227851;0,0287493473858996;0,0237287662284245;0,0186725974549408;0,01078805207207;0,009088673419336;0,0085215122180384;0,0099177211800828;0,00749457175824;0,007791763735854;0,0084955761862832;0,0063468036748228;0,010090003025214;0,0127885725731988;0,0129767031892484;0,0178010168169342;0,0154132197334567;0,0133101768673117;0,0127205458946491;0,0143667737719222;0,0131668363302941;0,0120294820755565;0,0123769033835665
TON;Tonga;24:_Oceania;D;GWP_100_CO2;Consumption;1,27047584264654;1,08209190281143;1,08516967345522;1,11111672550725;1,36078042028987;0,967863032121287;1,14916646995405;1,51150106058652;1,43561604543618;1,56363127407213;1,0966381943369;1,09985641366902;1,19075540097541;1,47282826447523;1,42523978218578;1,50569640341008;1,58577199644518;1,35700623293154;1,30911382734597;1,44648392960602;1,14426277234074;0,843647001753064;0,771847737906222;0,835291187995749;0,927581471055265;0,918297382171025;0,995154725186129;0,899427935570028;0,925405230842066
TON;Tonga;24:_Oceania;D;GWP_100_CO2;Packaging;0,312877464874966;0,316151467319812;0,321536794655234;0,342653282211372;0,303477826191687;0,33219177211344;0,397620131857772;0,445105935269783;0,522903145011737;0,493624489137529;0,373240449432223;0,387744129472793;0,425935395346695;0,535591261100138;0,496785981011817;0,543324154449415;0,562759744200167;0,474936885644699;0,461482253302029;0,413790985748377;0,364645838780859;0,270118255426554;0,243732164556525;0,264807788716739;0,32292902478682;0,336596803945235;0,361821517132827;0,330762603545864;0,340253760083292
TON;Tonga;24:_Oceania;D;GWP_100_CO2;Processing;0,43127833242;0,43025239312;0,43048281874;0,45185974496;0,39509429288;0,42405781977;0,5091820505;0,55772755108;0,68318366496;0,6081495175;0,44797777492;0,47926081188;0,57238751703;0,72210101921;0,67277085548;0,63993593283;0,65591071367;0,56315130201;0,52595177769;0,51590637052;0,41064914595;0,2918262438;0,25755458508;0,2793693685168;0,3509783986147;0,3603479395145;0,3875369677527;0,3540430544008;0,3642686973176
TON;Tonga;24:_Oceania;D;GWP_100_CO2;Production;2,37661682502;2,4331490788;2,52321530883;2,40942245698;3,25818229876;3,04723781232;3,379614719;4,59376741844;4,5556343246;4,409199983;0,53732650998;0,492889721;0,4922248782;0,58454501644;0,50289357066;0,38026108863;0,39938584519;0,36144819295;0,34663897037;0,3880572478;0,31930768365;3,8989058378;3,25353506218;3,5773555878666;2,6078268448065;2,7032953282275;3,0988627343165;2,831119376316;2,912882876452
TON;Tonga;24:_Oceania;D;GWP_100_CO2;Retail;0,29149101735;0,30027447884;0,30592559203;0,33103844856;0,29141944546;0,31890288483;0,393096813;0,45126986884;0,559400455;0,51259512325;0,39180571075;0,42844859688;0,49508606553;0,62284919146;0,5771341493;0,63377045406;0,6359287834;0,53780364396;0,52399129442;0,50808899992;0,43843135245;0,346417616566021;0,319030445124929;0,330052974946369;0,390208929158803;0,401776335559731;0,431513552483519;0,394227154187983;0,405613525310573
TON;Tonga;24:_Oceania;D;GWP_100_CO2;Transport;2,85016776977;2,9859600845;3,04020005282;2,99267800826;4,4027739066;4,06581938515;4,4558806015;4,34444291406;4,20477021136;3,9956698955;3,30454558025;2,84397145666;2,92379320406;3,74415735397;3,393464289;3,89899897117;4,53370647669;3,08415560141;4,82791974115;6,22033631764;6,80947409165;9,9159962433;9,33225449761;8,0221912465232;8,1032104372953;9,3107672643355;8,8804640680573;8,1133907843392;8,3477121034624
TON;Tonga;24:_Oceania;D;GWP_100_N2O;Consumption;0,184925553226857;0,187511776952819;0,189822881203349;0,192108055451307;0,257682276395264;0,235815507076211;0,246851168966317;0,252381722395071;0,255542462367882;0,232169121998009;0,172126894447695;0,169076524557028;0,188554748019897;0,237300796397679;0,215348371396895;0,22613384526759;0,230924155329849;0,179708844861898;0,182907090389478;0,192570645762333;0,173506629162903;0,200658448262348;0,193326598013164;0,183592418863466;0,203085267004595;0,220045589613078;0,22862481751248;0,209204747577652;0,215137299581087
TON;Tonga;24:_Oceania;D;GWP_100_N2O;Packaging;0,000514613397547657;0,000518597568996096;0,000531357802176242;0,00057110200924073;0,000552301199568618;0,000578181873006577;0,000678713688626174;0,000770081310742443;0,00089551643307339;0,000858189490782883;0,000653477913879648;0,000683365761988195;0,000763051139242358;0,000968054927668216;0,00090109564789147;0,000991613925838178;0,0010150079242853;0,000857854210812654;0,000820101889076123;0,000741108728720064;0,000650184599826111;0,000477673878815475;0,000421179063623157;0,000458647870950771;0,000565752908373079;0,000588707148809209;0,00063015483616659;0,000575700226055213;0,000592315810644998
TON;Tonga;24:_Oceania;D;GWP_100_N2O;Processing;0,00071424366266494;0,00071058210376076;0,00071617937884428;0,00075787112797864;0,00072417157668744;0,0007429002593727;0,00087389908906499;0,000969660189430575;0,00117491122966428;0,001062011481705;0,000788985989194;0,000849508390494;0,00103080699633;0,001310646451013;0,001225870607459;0,001172837436508;0,0011878381339655;0,001022138784373;0,0009393799378365;0,000929224908002;0,0007369378112385;0,00052058881774179;0,00044941133493198;0,000488217556266696;0,00061943181456659;0,00063472219703803;0,000679409555149504;0,000620698615697426;0,000638612922288117
TON;Tonga;24:_Oceania;D;GWP_100_N2O;Production;17,8906632508902;17,5271836560108;19,6978475532741;19,426602069079;19,0386063274396;18,2775811459519;18,5150038344639;18,2935895348038;18,2640520852364;18,7747236793759;19,2952440677296;19,1710164837036;19,4777484260202;19,5620994305759;19,498164906816;19,4870515250406;19,4947675530279;19,70210780987;19,6771651390112;19,6711518726015;19,6684314317241;20,0081275041196;20,1828884060379;20,2322361524293;20,2539561615134;20,4654150054814;20,5836247635939;20,5614123272538;20,6171470402155
TON;Tonga;24:_Oceania;D;GWP_100_N2O;Retail;0,00048274071803645;0,00049591745285257;0,00050895782812866;0,00055522645071354;0,00053414509675098;0,0005586809741733;0,00067466429041974;0,000784573804281975;0,000962033945143125;0,0008951448462795;0,0006900548053375;0,000759441767244;0,00089159557983;0,001130499833938;0,0010516088567525;0,001161537704856;0,00115165135081;0,000976131922108;0,000935878402657;0,000915144648692;0,0007867948696335;0,000627066838979568;0,000566297137507849;0,00058159828859758;0,000692201530299409;0,000707931410112884;0,000757029262366297;0,00069159852840478;0,000711560343264855
TON;Tonga;24:_Oceania;D;GWP_100_N2O;Transport;0,0232837035257989;0,0239671139235365;0,023988121759697;0,0235156798587527;0,0353422073258958;0,0354443932239265;0,0421512913443251;0,0462878647631403;0,0482769252430007;0,048283964266683;0,0353676299511125;0,033080025406333;0,03429369671791;0,044822797840241;0,0380349258823375;0,046533742736092;0,0491472708923835;0,036590947387743;0,0564526316352275;0,068527086630464;0,0666965708554145;0,0916623382625849;0,0803888770926653;0,0693854941089746;0,0668485547829778;0,0758912689461383;0,0698330525884617;0,063801053717178;0,0656437255811193
TTO;Trinidad and Tobago;04:_Rest Central America;D;GWP_100_CH4;Consumption;25,4006187518337;24,1824957065363;24,1140542664574;20,2446588391528;21,4091259304738;20,8360604605656;21,2726898753782;21,8580245324212;25,0696665507512;35,7667716377206;45,1585319458026;40,4233300790573;48,5199451607158;56,6346491000963;58,0779151931173;49,3574577836591;69,4441475641283;52,5689410116558;52,900547894177;63,3308191552851;48,0220922574147;51,0923086781435;46,595717340678;49,6999097034314;40,6777867220607;37,0790110103095;32,8472114718874;32,6873510830964;31,3063375734203
TTO;Trinidad and Tobago;04:_Rest Central America;D;GWP_100_CH4;End_of_Life;1036,89612544;1052,55170076;1081,20407948;1091,31800008;1107,19792008;1123,51941156;1145,27512484;1167,750101;1191,30567752;1215,30928652;1238,198885;1245,1041148;1258,60901208;1285,08360932;1300,90909788;1312,38855104;1337,24090276;1347,44122212;1353,63128712;1343,9371596;1348,6880078;1349,1177462;1352,31548956;1357,05206728;1355,58684408;1358,57993068;1348,58030692;1346,585359;1350,10904616
TTO;Trinidad and Tobago;04:_Rest Central America;D;GWP_100_CH4;Packaging;58,0825155778311;60,8096165947731;64,9703807918348;63,0316433700186;68,4223490410545;63,7133350921142;83,6429737179477;78,4471695015188;79,8481322073981;95,7467706218375;129,651671391473;131,890680684096;152,208177169701;197,302458264046;239,474258896747;227,903095125295;287,677964038118;221,882390459927;171,628246218478;186,144368852375;240,000096451819;253,344987991293;195,523700510739;218,670334579389;191,342751510214;185,585665758733;163,62501408191;162,917701065206;155,783771172557
TTO;Trinidad and Tobago;04:_Rest Central America;D;GWP_100_CH4;Processing;55,6010927781371;52,7955405284717;53,6812644192146;55,2103689968579;61,4087468867716;63,0022603078783;70,6911084070829;74,9766161307245;78,3129355124537;94,6594004150623;124,311966873894;130,498667430391;160,195058995646;213,970496001592;234,230021684577;266,739185620113;316,736973721865;316,422417518782;328,626099604916;389,211064278584;403,952244173219;418,542100609598;590,150812255562;646,996513078763;715,190775049635;628,277541538925;555,251475280904;553,315778914412;529,25882665584
TTO;Trinidad and Tobago;04:_Rest Central America;D;GWP_100_CH4;Production;154,911690228155;154,129932108428;142,113147058352;138,724127300741;138,767807256898;128,843577945696;141,286250394373;132,785417851251;124,884751755601;126,92463944147;131,318001534473;134,347172763367;148,88612105412;153,800761786918;162,729139445258;188,253404374879;197,864591531958;215,820601666887;191,204382693614;184,990476610915;182,54762855277;186,153923645011;194,034682086262;196,497214251029;193,858042752901;184,025738368557;168,218156234031;167,570959856915;162,190944265636
TTO;Trinidad and Tobago;04:_Rest Central America;D;GWP_100_CH4;Retail;20,0554720427693;20,4289600967819;19,3950652339394;26,0824626944436;26,7642839670551;25,5211174486739;25,4676473075755;26,6375022886888;30,3875927265177;32,4290098139732;42,325152167434;45,9979483091673;53,8595055027683;80,5558173757547;93,0608700993137;102,018309562419;124,548618447707;162,946713725223;145,889106294234;147,326022045962;149,015780205221;171,972100258278;147,818733466212;155,382661668253;159,200423357284;153,163293399997;134,840648021334;134,268966512699;128,306393889936
TTO;Trinidad and Tobago;04:_Rest Central America;D;GWP_100_CH4;Transport;77,286567203865;67,3132428497155;56,8965361447112;60,3741678698947;65,8179494269814;65,9853093607991;55,0488006017524;56,2269332444497;58,9567912652908;69,1157988846894;69,0220484032964;66,748412853202;70,5859832021005;68,8072449567471;72,9256386698701;70,7890939299337;97,3160081449921;90,5368539439453;84,1183353496873;87,2513454141896;90,7923468317015;88,8912858613128;83,4629199156842;84,9823587152785;82,215147749928;77,8249823864502;70,4511891104602;70,0421231653342;67,5063502989529
TTO;Trinidad and Tobago;04:_Rest Central America;D;GWP_100_CO2;Consumption;75,4508674336447;78,2371118689118;84,4023752102388;71,5485343156759;66,9317062888864;67,5452223396119;67,0139689848596;66,9177689960729;72,2143901449833;86,0708485313224;130,760867817654;133,127309694445;150,790587902416;156,97680707167;153,102173691513;151,714500242062;174,445171273654;167,511448810522;170,076352300633;176,966426345345;169,161415639997;171,109849217619;161,965596434273;179,150281619636;168,929113649914;168,848251468815;153,472413131579;148,343846834778;144,941713064768
TTO;Trinidad and Tobago;04:_Rest Central America;D;GWP_100_CO2;Packaging;182,18365166614;188,515880713913;215,242350449379;207,02622831694;212,628172822393;203,144753080197;248,91655472374;240,05814398757;221,269651432334;218,595888402734;228,44638844464;255,200731421542;280,556577935536;306,462274390682;340,548540100178;332,653248893334;386,470412593128;334,227767935841;271,311508398733;261,329336912985;342,850306847065;380,360782673083;311,918149122301;349,021524893867;318,269511694595;315,866299613909;276,626592664313;256,588809327926;256,317391904296
TTO;Trinidad and Tobago;04:_Rest Central America;D;GWP_100_CO2;Processing;72,7678253660322;76,5878621040163;82,6691393942175;81,9233162397227;83,0123329805932;79,3901666606995;88,8412501362525;93,4038918885561;93,0429269768465;89,5301647778421;84,2363414581313;101,285751870885;126,643854800113;174,850005013314;182,244658026943;206,379784394218;255,018473144758;228,250416949902;236,358582724678;249,14330615224;290,854042570261;324,266056882082;392,710588151371;445,297471098516;463,969200768022;435,563032952787;374,410668633376;382,320078716587;376,702868366033
TTO;Trinidad and Tobago;04:_Rest Central America;D;GWP_100_CO2;Production;2901,49208005712;3057,38087318765;3071,02519017304;2790,77670211501;3165,81997467735;3215,91859860337;3435,21759119332;3370,66451883437;4434,19105561054;5309,4507032093;5221,11033921799;5962,80243312955;6454,53001348202;6963,13253036203;7686,82318116806;10309,9075229727;10226,4380085354;10228,5697116421;10403,598440427;10004,6211604257;11038,2164477993;10863,0397236898;8901,00562471507;7656,11682948428;7785,88760419008;8036,42689398241;8039,4102794908;8254,73422013675;7927,2232439288
TTO;Trinidad and Tobago;04:_Rest Central America;D;GWP_100_CO2;Retail;33,6729581171756;35,3403712806965;41,3954927011028;57,6842259654057;53,0916361055266;45,6786340833507;46,6164251654086;51,7470753577509;54,6721831545856;37,7795814856575;35,042505077389;42,1420812037366;50,2911372121935;71,9043566253954;75,3170592714878;82,4156384643463;107,574557874951;116,615955388912;108,911658380776;106,387302738371;116,434081879623;139,358042942886;116,264043762819;127,301971465813;125,019348395666;126,376432500614;109,732237674414;110,469994061571;108,804182652236
TTO;Trinidad and Tobago;04:_Rest Central America;D;GWP_100_CO2;Transport;187,38458345204;194,262312712243;189,350045892719;180,212498527415;177,839537175607;159,218039964522;188,764459265766;204,877573590458;206,471335489098;213,886611969949;236,203466796695;238,600077692513;235,93673793744;242,624477765941;256,385637158801;272,851129769808;355,301363648666;380,532466588668;418,330643911541;406,770254911452;420,742208290189;424,924562832073;459,395262403117;439,204425676004;475,040732017449;469,511647307875;417,372699870847;423,668716632595;368,27609561991
TTO;Trinidad and Tobago;04:_Rest Central America;D;GWP_100_N2O;Consumption;6,90649997993737;7,0367580847534;7,15161451379627;6,75263856027278;6,70067836122133;6,60677088700139;6,98652568027323;7,48456016728119;7,79764586506206;7,8618541559729;8,22386371157581;7,97953678003417;8,25498219657873;8,26674314808111;8,27054940322648;8,39134850861421;9,8631153081383;10,461185432295;10,6444766957325;10,6619847946473;11,3997108201345;11,6605280941692;11,4285669777669;11,3667955619897;11,9453701623945;11,8894256702478;10,7725545911527;10,5391607027599;9,63839225213534
TTO;Trinidad and Tobago;04:_Rest Central America;D;GWP_100_N2O;End_of_Life;10,1368595;9,8740855;9,6301;9,824027;9,870667;9,9076345;10,1302345;10,2898175;10,64293;11,000256;11,537093;11,5770815;11,6267425;11,9066355;12,1394645;12,199646;12,432422;12,560841;12,6722735;12,8562365;13,203625;13,6273335;14,127574;14,558517;14,9884265;15,2869755;15,4695605;15,5167305;15,5561095
TTO;Trinidad and Tobago;04:_Rest Central America;D;GWP_100_N2O;Packaging;0,131332051916343;0,134136952724978;0,146555498203995;0,13843150101435;0,14473613259749;0,118159257425796;0,149728760421503;0,141984830334568;0,126234734165967;0,126183606493094;0,11917403707207;0,131480978194488;0,151714664907888;0,16667746726752;0,178833570915522;0,18897476322244;0,209079871510776;0,183530278087541;0,152359079283034;0,139985325584913;0,168275350332591;0,186981588629732;0,173060826943964;0,191537587975161;0,174175975258006;0,169746143180033;0,148601549015925;0,139557396785004;0,13867535130168
TTO;Trinidad and Tobago;04:_Rest Central America;D;GWP_100_N2O;Processing;7,93102232293016;8,14266785640308;7,9846433709413;7,64512002427243;8,31656484231861;8,46624753507692;8,90343997184874;8,84098376314235;10,6672550172176;12,3243278823574;12,3019161256367;13,5642476314911;14,5085256231947;15,4183319798473;16,6852135696217;21,3103157427046;21,113978024457;21,1975148972282;21,2298730097616;20,6339919570601;22,8522716642018;22,593458434936;19,3473112479342;17,200167376367;17,5647991786253;18,1334360760479;18,1768616306122;18,5553445786979;18,0180394392048
